task_type,arrival_time,metadata
question_answering,1.751,
question_answering,1.752,
question_answering,1.754,
question_answering,1.76,
question_answering,1.761,
question_answering,1.794,
question_answering,1.812,
question_answering,1.82,
question_answering,1.822,
question_answering,1.823,
question_answering,1.862,
question_answering,1.874,
question_answering,1.894,
question_answering,1.899,
question_answering,1.902,
question_answering,1.905,
question_answering,1.925,
question_answering,1.931,
question_answering,1.942,
question_answering,1.959,
question_answering,1.961,
question_answering,1.962,
question_answering,1.975,
question_answering,2.008,
question_answering,2.039,
question_answering,2.046,
question_answering,2.056,
question_answering,2.069,
question_answering,2.092,
question_answering,2.094,
question_answering,2.099,
question_answering,2.104,
question_answering,2.116,
question_answering,2.122,
question_answering,2.141,
question_answering,2.16,
question_answering,2.161,
question_answering,2.164,
question_answering,2.203,
question_answering,2.204,
question_answering,2.21,
question_answering,2.241,
question_answering,2.258,
question_answering,2.261,
question_answering,2.27,
question_answering,2.276,
question_answering,2.285,
question_answering,2.307,
question_answering,2.315,
question_answering,2.322,
question_answering,2.326,
question_answering,2.329,
question_answering,2.337,
question_answering,2.338,
question_answering,2.348,
question_answering,2.364,
question_answering,2.395,
question_answering,2.406,
question_answering,2.413,
question_answering,2.419,
question_answering,2.453,
question_answering,2.456,
question_answering,2.461,
question_answering,2.507,
question_answering,2.507,
question_answering,2.519,
question_answering,2.519,
question_answering,2.523,
question_answering,2.524,
question_answering,2.525,
question_answering,2.526,
question_answering,2.528,
question_answering,2.538,
question_answering,2.543,
question_answering,2.561,
question_answering,2.564,
question_answering,2.566,
question_answering,2.579,
question_answering,2.598,
question_answering,2.606,
question_answering,2.618,
question_answering,2.628,
question_answering,2.636,
question_answering,2.656,
question_answering,2.681,
question_answering,2.7,
question_answering,2.703,
question_answering,2.724,
question_answering,2.729,
question_answering,2.742,
question_answering,2.748,
question_answering,2.75,
question_answering,2.762,
question_answering,2.765,
question_answering,2.784,
question_answering,2.801,
question_answering,2.809,
question_answering,2.814,
question_answering,2.823,
question_answering,2.824,
question_answering,2.841,
question_answering,2.874,
question_answering,2.89,
question_answering,2.892,
question_answering,2.912,
question_answering,2.929,
question_answering,2.93,
question_answering,2.932,
question_answering,2.941,
question_answering,2.943,
question_answering,2.954,
question_answering,3.003,
question_answering,3.006,
question_answering,3.02,
question_answering,3.021,
question_answering,3.025,
question_answering,3.054,
question_answering,3.064,
question_answering,3.073,
question_answering,3.099,
question_answering,3.101,
question_answering,3.101,
question_answering,3.104,
question_answering,3.111,
question_answering,3.118,
question_answering,3.134,
question_answering,3.154,
question_answering,3.156,
question_answering,3.162,
question_answering,3.167,
question_answering,3.168,
question_answering,3.168,
question_answering,3.183,
question_answering,3.187,
question_answering,3.199,
question_answering,3.205,
question_answering,3.206,
question_answering,3.208,
question_answering,3.212,
question_answering,3.229,
question_answering,3.229,
question_answering,3.229,
question_answering,3.238,
question_answering,3.249,
question_answering,3.262,
question_answering,3.269,
question_answering,3.273,
question_answering,3.292,
question_answering,3.298,
question_answering,3.302,
question_answering,3.302,
question_answering,3.303,
question_answering,3.304,
question_answering,3.316,
question_answering,3.327,
question_answering,3.33,
question_answering,3.34,
question_answering,3.341,
question_answering,3.361,
question_answering,3.362,
question_answering,3.364,
question_answering,3.371,
question_answering,3.386,
question_answering,3.405,
question_answering,3.407,
question_answering,3.408,
question_answering,3.424,
question_answering,3.432,
question_answering,3.447,
question_answering,3.472,
question_answering,3.479,
question_answering,3.485,
question_answering,3.494,
question_answering,3.503,
question_answering,3.51,
question_answering,3.514,
question_answering,3.522,
question_answering,3.548,
question_answering,3.583,
question_answering,3.588,
question_answering,3.604,
question_answering,3.614,
question_answering,3.617,
question_answering,3.617,
question_answering,3.617,
question_answering,3.619,
question_answering,3.621,
question_answering,3.639,
question_answering,3.642,
question_answering,3.657,
question_answering,3.664,
question_answering,3.666,
question_answering,3.681,
question_answering,3.706,
question_answering,3.735,
question_answering,3.747,
question_answering,3.759,
question_answering,3.767,
question_answering,3.772,
question_answering,3.812,
question_answering,3.813,
question_answering,3.836,
question_answering,3.839,
question_answering,3.847,
question_answering,3.854,
question_answering,3.862,
question_answering,3.873,
question_answering,3.875,
question_answering,3.878,
question_answering,3.88,
question_answering,3.88,
question_answering,3.908,
question_answering,3.912,
question_answering,3.913,
question_answering,3.918,
question_answering,3.923,
question_answering,3.934,
question_answering,3.937,
question_answering,3.948,
question_answering,3.949,
question_answering,3.957,
question_answering,3.958,
question_answering,3.966,
question_answering,3.974,
question_answering,3.977,
question_answering,3.983,
question_answering,3.984,
question_answering,3.993,
question_answering,3.993,
question_answering,4.0,
question_answering,4.007,
question_answering,4.007,
question_answering,4.037,
question_answering,4.047,
question_answering,4.058,
question_answering,4.064,
question_answering,4.076,
question_answering,4.078,
question_answering,4.089,
question_answering,4.097,
question_answering,4.128,
question_answering,4.144,
question_answering,4.153,
question_answering,4.159,
question_answering,4.172,
question_answering,4.189,
question_answering,4.215,
question_answering,4.233,
question_answering,4.233,
question_answering,4.248,
question_answering,4.255,
question_answering,4.277,
question_answering,4.283,
question_answering,4.291,
question_answering,4.314,
question_answering,4.323,
question_answering,4.325,
question_answering,4.336,
question_answering,4.336,
question_answering,4.341,
question_answering,4.358,
question_answering,4.366,
question_answering,4.368,
question_answering,4.372,
question_answering,4.402,
question_answering,4.402,
question_answering,4.417,
question_answering,4.419,
question_answering,4.422,
question_answering,4.432,
question_answering,4.434,
question_answering,4.439,
question_answering,4.444,
question_answering,4.455,
question_answering,4.462,
question_answering,4.469,
question_answering,4.476,
question_answering,4.492,
question_answering,4.509,
question_answering,4.51,
question_answering,4.561,
question_answering,4.561,
question_answering,4.616,
question_answering,4.617,
question_answering,4.618,
question_answering,4.63,
question_answering,4.663,
question_answering,4.675,
question_answering,4.686,
question_answering,4.687,
question_answering,4.689,
question_answering,4.691,
question_answering,4.692,
question_answering,4.728,
question_answering,4.735,
question_answering,4.741,
question_answering,4.745,
question_answering,4.752,
question_answering,4.753,
question_answering,4.755,
question_answering,4.772,
question_answering,4.774,
question_answering,4.775,
question_answering,4.78,
question_answering,4.802,
question_answering,4.808,
question_answering,4.822,
question_answering,4.876,
question_answering,4.876,
question_answering,4.877,
question_answering,4.889,
question_answering,4.911,
question_answering,4.918,
question_answering,4.919,
question_answering,4.92,
question_answering,4.921,
question_answering,4.923,
question_answering,4.944,
question_answering,4.973,
question_answering,4.974,
question_answering,4.994,
question_answering,5.008,
question_answering,5.02,
question_answering,5.039,
question_answering,5.042,
question_answering,5.049,
question_answering,5.053,
question_answering,5.064,
question_answering,5.067,
question_answering,5.074,
question_answering,5.078,
question_answering,5.086,
question_answering,5.088,
question_answering,5.096,
question_answering,5.103,
question_answering,5.104,
question_answering,5.112,
question_answering,5.114,
question_answering,5.125,
question_answering,5.133,
question_answering,5.136,
question_answering,5.143,
question_answering,5.147,
question_answering,5.166,
question_answering,5.172,
question_answering,5.173,
question_answering,5.196,
question_answering,5.215,
question_answering,5.219,
question_answering,5.222,
question_answering,5.222,
question_answering,5.226,
question_answering,5.227,
question_answering,5.256,
question_answering,5.268,
question_answering,5.276,
question_answering,5.281,
question_answering,5.282,
question_answering,5.288,
question_answering,5.291,
question_answering,5.324,
question_answering,5.325,
question_answering,5.33,
question_answering,5.33,
question_answering,5.339,
question_answering,5.347,
question_answering,5.349,
question_answering,5.36,
question_answering,5.361,
question_answering,5.369,
question_answering,5.373,
question_answering,5.376,
question_answering,5.377,
question_answering,5.379,
question_answering,5.379,
question_answering,5.385,
question_answering,5.4,
question_answering,5.419,
question_answering,5.428,
question_answering,5.433,
question_answering,5.445,
question_answering,5.448,
question_answering,5.461,
question_answering,5.486,
question_answering,5.487,
question_answering,5.498,
question_answering,5.502,
question_answering,5.517,
question_answering,5.546,
question_answering,5.548,
question_answering,5.549,
question_answering,5.559,
question_answering,5.56,
question_answering,5.571,
question_answering,5.58,
question_answering,5.581,
question_answering,5.586,
question_answering,5.592,
question_answering,5.592,
question_answering,5.597,
question_answering,5.605,
question_answering,5.605,
question_answering,5.607,
question_answering,5.63,
question_answering,5.634,
question_answering,5.638,
question_answering,5.646,
question_answering,5.654,
question_answering,5.675,
question_answering,5.678,
question_answering,5.682,
question_answering,5.686,
question_answering,5.687,
question_answering,5.69,
question_answering,5.703,
question_answering,5.707,
question_answering,5.711,
question_answering,5.742,
question_answering,5.818,
question_answering,5.822,
question_answering,5.828,
question_answering,5.846,
question_answering,5.847,
question_answering,5.854,
question_answering,5.872,
question_answering,5.887,
question_answering,5.904,
question_answering,5.904,
question_answering,5.916,
question_answering,5.949,
question_answering,5.961,
question_answering,5.966,
question_answering,5.968,
question_answering,6.0,
question_answering,6.005,
question_answering,6.018,
question_answering,6.029,
question_answering,6.047,
question_answering,6.075,
question_answering,6.082,
question_answering,6.083,
question_answering,6.091,
question_answering,6.13,
question_answering,6.136,
question_answering,6.153,
question_answering,6.159,
question_answering,6.175,
question_answering,6.178,
question_answering,6.183,
question_answering,6.196,
question_answering,6.207,
question_answering,6.221,
question_answering,6.252,
question_answering,6.257,
question_answering,6.28,
question_answering,6.282,
question_answering,6.283,
question_answering,6.286,
question_answering,6.301,
question_answering,6.305,
question_answering,6.314,
question_answering,6.317,
question_answering,6.323,
question_answering,6.325,
question_answering,6.329,
question_answering,6.349,
question_answering,6.369,
question_answering,6.397,
question_answering,6.402,
question_answering,6.442,
question_answering,6.449,
question_answering,6.47,
question_answering,6.475,
question_answering,6.479,
question_answering,6.489,
question_answering,6.502,
question_answering,6.515,
question_answering,6.524,
question_answering,6.544,
question_answering,6.555,
question_answering,6.558,
question_answering,6.577,
question_answering,6.579,
question_answering,6.587,
question_answering,6.592,
question_answering,6.601,
question_answering,6.609,
question_answering,6.616,
question_answering,6.633,
question_answering,6.638,
question_answering,6.648,
question_answering,6.655,
question_answering,6.662,
question_answering,6.671,
question_answering,6.725,
question_answering,6.728,
question_answering,6.741,
question_answering,6.768,
question_answering,6.777,
question_answering,6.798,
question_answering,6.81,
question_answering,6.814,
question_answering,6.831,
question_answering,6.834,
question_answering,6.859,
question_answering,6.884,
question_answering,6.894,
question_answering,6.902,
question_answering,6.905,
question_answering,6.911,
question_answering,6.924,
question_answering,6.927,
question_answering,6.93,
question_answering,6.933,
question_answering,6.942,
question_answering,6.948,
question_answering,6.955,
question_answering,6.962,
question_answering,6.977,
question_answering,6.982,
question_answering,6.996,
question_answering,7.016,
question_answering,7.018,
question_answering,7.027,
question_answering,7.035,
question_answering,7.08,
question_answering,7.081,
question_answering,7.093,
question_answering,7.096,
question_answering,7.149,
question_answering,7.154,
question_answering,7.155,
question_answering,7.196,
question_answering,7.202,
question_answering,7.209,
question_answering,7.216,
question_answering,7.245,
question_answering,7.252,
question_answering,7.252,
question_answering,7.279,
question_answering,7.293,
question_answering,7.306,
question_answering,7.307,
question_answering,7.322,
question_answering,7.334,
question_answering,7.36,
question_answering,7.367,
question_answering,7.379,
question_answering,7.4,
question_answering,7.405,
question_answering,7.412,
question_answering,7.413,
question_answering,7.415,
question_answering,7.425,
question_answering,7.428,
question_answering,7.43,
question_answering,7.437,
question_answering,7.467,
question_answering,7.47,
question_answering,7.483,
question_answering,7.498,
question_answering,7.512,
question_answering,7.538,
question_answering,7.542,
question_answering,7.553,
question_answering,7.555,
question_answering,7.567,
question_answering,7.574,
question_answering,7.58,
question_answering,7.59,
question_answering,7.597,
question_answering,7.612,
question_answering,7.62,
question_answering,7.639,
question_answering,7.643,
question_answering,7.655,
question_answering,7.659,
question_answering,7.67,
question_answering,7.674,
question_answering,7.675,
question_answering,7.68,
question_answering,7.693,
question_answering,7.696,
question_answering,7.705,
question_answering,7.707,
question_answering,7.717,
question_answering,7.717,
question_answering,7.718,
question_answering,7.725,
question_answering,7.729,
question_answering,7.733,
question_answering,7.743,
question_answering,7.773,
question_answering,7.78,
question_answering,7.793,
question_answering,7.802,
question_answering,7.807,
question_answering,7.818,
question_answering,7.821,
question_answering,7.839,
question_answering,7.843,
question_answering,7.844,
question_answering,7.85,
question_answering,7.853,
question_answering,7.856,
question_answering,7.866,
question_answering,7.872,
question_answering,7.896,
question_answering,7.911,
question_answering,7.915,
question_answering,7.928,
question_answering,7.93,
question_answering,7.933,
question_answering,7.944,
question_answering,7.949,
question_answering,7.952,
question_answering,7.957,
question_answering,7.958,
question_answering,7.962,
question_answering,7.984,
question_answering,8.012,
question_answering,8.023,
question_answering,8.025,
question_answering,8.032,
question_answering,8.036,
question_answering,8.044,
question_answering,8.052,
question_answering,8.058,
question_answering,8.073,
question_answering,8.095,
question_answering,8.112,
question_answering,8.144,
question_answering,8.168,
question_answering,8.17,
question_answering,8.171,
question_answering,8.229,
question_answering,8.229,
question_answering,8.249,
question_answering,8.255,
question_answering,8.259,
question_answering,8.272,
question_answering,8.278,
question_answering,8.283,
question_answering,8.283,
question_answering,8.301,
question_answering,8.307,
question_answering,8.322,
question_answering,8.326,
question_answering,8.329,
question_answering,8.343,
question_answering,8.361,
question_answering,8.376,
question_answering,8.377,
question_answering,8.381,
question_answering,8.381,
question_answering,8.438,
question_answering,8.44,
question_answering,8.444,
question_answering,8.449,
question_answering,8.452,
question_answering,8.454,
question_answering,8.467,
question_answering,8.523,
question_answering,8.533,
question_answering,8.536,
question_answering,8.551,
question_answering,8.561,
question_answering,8.562,
question_answering,8.568,
question_answering,8.573,
question_answering,8.579,
question_answering,8.581,
question_answering,8.589,
question_answering,8.601,
question_answering,8.618,
question_answering,8.632,
question_answering,8.632,
question_answering,8.648,
question_answering,8.659,
question_answering,8.668,
question_answering,8.668,
question_answering,8.668,
question_answering,8.67,
question_answering,8.673,
question_answering,8.674,
question_answering,8.677,
question_answering,8.679,
question_answering,8.697,
question_answering,8.699,
question_answering,8.72,
question_answering,8.723,
question_answering,8.724,
question_answering,8.737,
question_answering,8.744,
question_answering,8.753,
question_answering,8.758,
question_answering,8.766,
question_answering,8.782,
question_answering,8.784,
question_answering,8.787,
question_answering,8.8,
question_answering,8.804,
question_answering,8.813,
question_answering,8.817,
question_answering,8.818,
question_answering,8.825,
question_answering,8.837,
question_answering,8.884,
question_answering,8.887,
question_answering,8.893,
question_answering,8.901,
question_answering,8.91,
question_answering,8.911,
question_answering,8.924,
question_answering,8.927,
question_answering,8.94,
question_answering,8.943,
question_answering,8.947,
question_answering,8.948,
question_answering,8.952,
question_answering,8.967,
question_answering,8.975,
question_answering,9.011,
question_answering,9.023,
question_answering,9.029,
question_answering,9.035,
question_answering,9.065,
question_answering,9.067,
question_answering,9.074,
question_answering,9.096,
question_answering,9.109,
question_answering,9.12,
question_answering,9.128,
question_answering,9.13,
question_answering,9.14,
question_answering,9.141,
question_answering,9.152,
question_answering,9.154,
question_answering,9.157,
question_answering,9.158,
question_answering,9.165,
question_answering,9.169,
question_answering,9.176,
question_answering,9.183,
question_answering,9.189,
question_answering,9.194,
question_answering,9.197,
question_answering,9.198,
question_answering,9.215,
question_answering,9.216,
question_answering,9.241,
question_answering,9.247,
question_answering,9.253,
question_answering,9.254,
question_answering,9.265,
question_answering,9.268,
question_answering,9.269,
question_answering,9.282,
question_answering,9.287,
question_answering,9.296,
question_answering,9.303,
question_answering,9.303,
question_answering,9.317,
question_answering,9.32,
question_answering,9.359,
question_answering,9.389,
question_answering,9.402,
question_answering,9.415,
question_answering,9.415,
question_answering,9.424,
question_answering,9.437,
question_answering,9.437,
question_answering,9.444,
question_answering,9.487,
question_answering,9.488,
question_answering,9.496,
question_answering,9.497,
question_answering,9.5,
question_answering,9.512,
question_answering,9.514,
question_answering,9.521,
question_answering,9.552,
question_answering,9.561,
question_answering,9.57,
question_answering,9.59,
question_answering,9.618,
question_answering,9.619,
question_answering,9.623,
question_answering,9.624,
question_answering,9.646,
question_answering,9.663,
question_answering,9.717,
question_answering,9.734,
question_answering,9.735,
question_answering,9.762,
question_answering,9.762,
question_answering,9.77,
question_answering,9.785,
question_answering,9.807,
question_answering,9.81,
question_answering,9.821,
question_answering,9.822,
question_answering,9.832,
question_answering,9.834,
question_answering,9.839,
question_answering,9.875,
question_answering,9.875,
question_answering,9.878,
question_answering,9.885,
question_answering,9.886,
question_answering,9.913,
question_answering,9.923,
question_answering,9.929,
question_answering,9.945,
question_answering,9.957,
question_answering,9.971,
question_answering,9.975,
question_answering,9.977,
question_answering,9.977,
question_answering,9.978,
question_answering,9.981,
question_answering,9.991,
question_answering,10.02,
question_answering,10.044,
question_answering,10.077,
question_answering,10.082,
question_answering,10.092,
question_answering,10.096,
question_answering,10.097,
question_answering,10.098,
question_answering,10.107,
