task_type,arrival_time,metadata
image_classification,0.93,sample_image.jpg
image_classification,0.932,sample_image.jpg
image_classification,0.943,sample_image.jpg
image_classification,0.958,sample_image.jpg
image_classification,0.973,sample_image.jpg
image_classification,0.982,sample_image.jpg
image_classification,0.986,sample_image.jpg
image_classification,0.998,sample_image.jpg
image_classification,1.017,sample_image.jpg
image_classification,1.027,sample_image.jpg
image_classification,1.068,sample_image.jpg
image_classification,1.105,sample_image.jpg
image_classification,1.107,sample_image.jpg
image_classification,1.107,sample_image.jpg
image_classification,1.109,sample_image.jpg
image_classification,1.135,sample_image.jpg
image_classification,1.165,sample_image.jpg
image_classification,1.168,sample_image.jpg
image_classification,1.172,sample_image.jpg
image_classification,1.18,sample_image.jpg
image_classification,1.183,sample_image.jpg
image_classification,1.19,sample_image.jpg
image_classification,1.201,sample_image.jpg
image_classification,1.208,sample_image.jpg
image_classification,1.221,sample_image.jpg
image_classification,1.228,sample_image.jpg
image_classification,1.228,sample_image.jpg
image_classification,1.233,sample_image.jpg
image_classification,1.24,sample_image.jpg
image_classification,1.245,sample_image.jpg
image_classification,1.25,sample_image.jpg
image_classification,1.257,sample_image.jpg
image_classification,1.263,sample_image.jpg
image_classification,1.264,sample_image.jpg
image_classification,1.267,sample_image.jpg
image_classification,1.295,sample_image.jpg
image_classification,1.296,sample_image.jpg
image_classification,1.296,sample_image.jpg
image_classification,1.299,sample_image.jpg
image_classification,1.308,sample_image.jpg
image_classification,1.355,sample_image.jpg
image_classification,1.404,sample_image.jpg
image_classification,1.454,sample_image.jpg
image_classification,1.455,sample_image.jpg
image_classification,1.466,sample_image.jpg
image_classification,1.474,sample_image.jpg
image_classification,1.476,sample_image.jpg
image_classification,1.504,sample_image.jpg
image_classification,1.507,sample_image.jpg
image_classification,1.575,sample_image.jpg
image_classification,1.584,sample_image.jpg
image_classification,1.586,sample_image.jpg
image_classification,1.591,sample_image.jpg
image_classification,1.593,sample_image.jpg
image_classification,1.598,sample_image.jpg
image_classification,1.607,sample_image.jpg
image_classification,1.62,sample_image.jpg
image_classification,1.627,sample_image.jpg
image_classification,1.63,sample_image.jpg
image_classification,1.639,sample_image.jpg
image_classification,1.645,sample_image.jpg
image_classification,1.649,sample_image.jpg
image_classification,1.653,sample_image.jpg
image_classification,1.656,sample_image.jpg
image_classification,1.662,sample_image.jpg
image_classification,1.668,sample_image.jpg
image_classification,1.691,sample_image.jpg
image_classification,1.704,sample_image.jpg
image_classification,1.719,sample_image.jpg
image_classification,1.724,sample_image.jpg
image_classification,1.728,sample_image.jpg
image_classification,1.739,sample_image.jpg
image_classification,1.751,sample_image.jpg
image_classification,1.752,sample_image.jpg
image_classification,1.754,sample_image.jpg
image_classification,1.76,sample_image.jpg
image_classification,1.761,sample_image.jpg
image_classification,1.794,sample_image.jpg
image_classification,1.812,sample_image.jpg
image_classification,1.82,sample_image.jpg
image_classification,1.822,sample_image.jpg
image_classification,1.823,sample_image.jpg
image_classification,1.862,sample_image.jpg
image_classification,1.874,sample_image.jpg
image_classification,1.894,sample_image.jpg
image_classification,1.899,sample_image.jpg
image_classification,1.902,sample_image.jpg
image_classification,1.905,sample_image.jpg
image_classification,1.925,sample_image.jpg
image_classification,1.931,sample_image.jpg
image_classification,1.942,sample_image.jpg
image_classification,1.959,sample_image.jpg
image_classification,1.961,sample_image.jpg
image_classification,1.962,sample_image.jpg
image_classification,1.975,sample_image.jpg
image_classification,2.008,sample_image.jpg
image_classification,2.039,sample_image.jpg
image_classification,2.046,sample_image.jpg
image_classification,2.056,sample_image.jpg
image_classification,2.069,sample_image.jpg
image_classification,2.092,sample_image.jpg
image_classification,2.094,sample_image.jpg
image_classification,2.099,sample_image.jpg
image_classification,2.104,sample_image.jpg
image_classification,2.116,sample_image.jpg
image_classification,2.122,sample_image.jpg
image_classification,2.141,sample_image.jpg
image_classification,2.16,sample_image.jpg
image_classification,2.161,sample_image.jpg
image_classification,2.164,sample_image.jpg
image_classification,2.203,sample_image.jpg
image_classification,2.204,sample_image.jpg
image_classification,2.21,sample_image.jpg
image_classification,2.241,sample_image.jpg
image_classification,2.258,sample_image.jpg
image_classification,2.261,sample_image.jpg
image_classification,2.27,sample_image.jpg
image_classification,2.276,sample_image.jpg
image_classification,2.285,sample_image.jpg
image_classification,2.307,sample_image.jpg
image_classification,2.315,sample_image.jpg
image_classification,2.322,sample_image.jpg
image_classification,2.326,sample_image.jpg
image_classification,2.329,sample_image.jpg
image_classification,2.337,sample_image.jpg
image_classification,2.338,sample_image.jpg
image_classification,2.348,sample_image.jpg
image_classification,2.364,sample_image.jpg
image_classification,2.395,sample_image.jpg
image_classification,2.406,sample_image.jpg
image_classification,2.413,sample_image.jpg
image_classification,2.419,sample_image.jpg
image_classification,2.453,sample_image.jpg
image_classification,2.456,sample_image.jpg
image_classification,2.461,sample_image.jpg
image_classification,2.507,sample_image.jpg
image_classification,2.507,sample_image.jpg
image_classification,2.519,sample_image.jpg
image_classification,2.519,sample_image.jpg
image_classification,2.523,sample_image.jpg
image_classification,2.524,sample_image.jpg
image_classification,2.525,sample_image.jpg
image_classification,2.526,sample_image.jpg
image_classification,2.528,sample_image.jpg
image_classification,2.538,sample_image.jpg
image_classification,2.543,sample_image.jpg
image_classification,2.561,sample_image.jpg
image_classification,2.564,sample_image.jpg
image_classification,2.566,sample_image.jpg
image_classification,2.579,sample_image.jpg
image_classification,2.598,sample_image.jpg
image_classification,2.606,sample_image.jpg
image_classification,2.618,sample_image.jpg
image_classification,2.628,sample_image.jpg
image_classification,2.636,sample_image.jpg
image_classification,2.656,sample_image.jpg
image_classification,2.681,sample_image.jpg
image_classification,2.7,sample_image.jpg
image_classification,2.703,sample_image.jpg
image_classification,2.724,sample_image.jpg
image_classification,2.729,sample_image.jpg
image_classification,2.742,sample_image.jpg
image_classification,2.748,sample_image.jpg
image_classification,2.75,sample_image.jpg
image_classification,2.762,sample_image.jpg
image_classification,2.765,sample_image.jpg
image_classification,2.784,sample_image.jpg
image_classification,2.801,sample_image.jpg
image_classification,2.809,sample_image.jpg
image_classification,2.814,sample_image.jpg
image_classification,2.823,sample_image.jpg
image_classification,2.824,sample_image.jpg
image_classification,2.841,sample_image.jpg
image_classification,2.874,sample_image.jpg
image_classification,2.89,sample_image.jpg
image_classification,2.892,sample_image.jpg
image_classification,2.912,sample_image.jpg
image_classification,2.929,sample_image.jpg
image_classification,2.93,sample_image.jpg
image_classification,2.932,sample_image.jpg
image_classification,2.941,sample_image.jpg
image_classification,2.943,sample_image.jpg
image_classification,2.954,sample_image.jpg
image_classification,3.003,sample_image.jpg
image_classification,3.006,sample_image.jpg
image_classification,3.02,sample_image.jpg
image_classification,3.021,sample_image.jpg
image_classification,3.025,sample_image.jpg
image_classification,3.054,sample_image.jpg
image_classification,3.064,sample_image.jpg
image_classification,3.073,sample_image.jpg
image_classification,3.099,sample_image.jpg
image_classification,3.101,sample_image.jpg
image_classification,3.101,sample_image.jpg
image_classification,3.104,sample_image.jpg
image_classification,3.111,sample_image.jpg
image_classification,3.118,sample_image.jpg
image_classification,3.134,sample_image.jpg
image_classification,3.154,sample_image.jpg
image_classification,3.156,sample_image.jpg
image_classification,3.162,sample_image.jpg
image_classification,3.167,sample_image.jpg
image_classification,3.168,sample_image.jpg
image_classification,3.168,sample_image.jpg
image_classification,3.183,sample_image.jpg
image_classification,3.187,sample_image.jpg
image_classification,3.199,sample_image.jpg
image_classification,3.205,sample_image.jpg
image_classification,3.206,sample_image.jpg
image_classification,3.208,sample_image.jpg
image_classification,3.212,sample_image.jpg
image_classification,3.229,sample_image.jpg
image_classification,3.229,sample_image.jpg
image_classification,3.229,sample_image.jpg
image_classification,3.238,sample_image.jpg
image_classification,3.249,sample_image.jpg
image_classification,3.262,sample_image.jpg
image_classification,3.269,sample_image.jpg
image_classification,3.273,sample_image.jpg
image_classification,3.292,sample_image.jpg
image_classification,3.298,sample_image.jpg
image_classification,3.302,sample_image.jpg
image_classification,3.302,sample_image.jpg
image_classification,3.303,sample_image.jpg
image_classification,3.304,sample_image.jpg
image_classification,3.316,sample_image.jpg
image_classification,3.327,sample_image.jpg
image_classification,3.33,sample_image.jpg
image_classification,3.34,sample_image.jpg
image_classification,3.341,sample_image.jpg
image_classification,3.361,sample_image.jpg
image_classification,3.362,sample_image.jpg
image_classification,3.364,sample_image.jpg
image_classification,3.371,sample_image.jpg
image_classification,3.386,sample_image.jpg
image_classification,3.405,sample_image.jpg
image_classification,3.407,sample_image.jpg
image_classification,3.408,sample_image.jpg
image_classification,3.424,sample_image.jpg
image_classification,3.432,sample_image.jpg
image_classification,3.447,sample_image.jpg
image_classification,3.472,sample_image.jpg
image_classification,3.479,sample_image.jpg
image_classification,3.485,sample_image.jpg
image_classification,3.494,sample_image.jpg
image_classification,3.503,sample_image.jpg
image_classification,3.51,sample_image.jpg
image_classification,3.514,sample_image.jpg
image_classification,3.522,sample_image.jpg
image_classification,3.548,sample_image.jpg
image_classification,3.583,sample_image.jpg
image_classification,3.588,sample_image.jpg
image_classification,3.604,sample_image.jpg
image_classification,3.614,sample_image.jpg
image_classification,3.617,sample_image.jpg
image_classification,3.617,sample_image.jpg
image_classification,3.617,sample_image.jpg
image_classification,3.619,sample_image.jpg
image_classification,3.621,sample_image.jpg
image_classification,3.639,sample_image.jpg
image_classification,3.642,sample_image.jpg
image_classification,3.657,sample_image.jpg
image_classification,3.664,sample_image.jpg
image_classification,3.666,sample_image.jpg
image_classification,3.681,sample_image.jpg
image_classification,3.706,sample_image.jpg
image_classification,3.735,sample_image.jpg
image_classification,3.747,sample_image.jpg
image_classification,3.759,sample_image.jpg
image_classification,3.767,sample_image.jpg
image_classification,3.772,sample_image.jpg
image_classification,3.812,sample_image.jpg
image_classification,3.813,sample_image.jpg
image_classification,3.836,sample_image.jpg
image_classification,3.839,sample_image.jpg
image_classification,3.847,sample_image.jpg
image_classification,3.854,sample_image.jpg
image_classification,3.862,sample_image.jpg
image_classification,3.873,sample_image.jpg
image_classification,3.875,sample_image.jpg
image_classification,3.878,sample_image.jpg
image_classification,3.88,sample_image.jpg
image_classification,3.88,sample_image.jpg
image_classification,3.908,sample_image.jpg
image_classification,3.912,sample_image.jpg
image_classification,3.913,sample_image.jpg
image_classification,3.918,sample_image.jpg
image_classification,3.923,sample_image.jpg
image_classification,3.934,sample_image.jpg
image_classification,3.937,sample_image.jpg
image_classification,3.948,sample_image.jpg
image_classification,3.949,sample_image.jpg
image_classification,3.957,sample_image.jpg
image_classification,3.958,sample_image.jpg
image_classification,3.966,sample_image.jpg
image_classification,3.974,sample_image.jpg
image_classification,3.977,sample_image.jpg
image_classification,3.983,sample_image.jpg
image_classification,3.984,sample_image.jpg
image_classification,3.993,sample_image.jpg
image_classification,3.993,sample_image.jpg
image_classification,4.0,sample_image.jpg
image_classification,4.007,sample_image.jpg
image_classification,4.007,sample_image.jpg
image_classification,4.037,sample_image.jpg
image_classification,4.047,sample_image.jpg
image_classification,4.058,sample_image.jpg
image_classification,4.064,sample_image.jpg
image_classification,4.076,sample_image.jpg
image_classification,4.078,sample_image.jpg
image_classification,4.089,sample_image.jpg
image_classification,4.097,sample_image.jpg
image_classification,4.128,sample_image.jpg
image_classification,4.144,sample_image.jpg
image_classification,4.153,sample_image.jpg
image_classification,4.159,sample_image.jpg
image_classification,4.172,sample_image.jpg
image_classification,4.189,sample_image.jpg
image_classification,4.215,sample_image.jpg
image_classification,4.233,sample_image.jpg
image_classification,4.233,sample_image.jpg
image_classification,4.248,sample_image.jpg
image_classification,4.255,sample_image.jpg
image_classification,4.277,sample_image.jpg
image_classification,4.283,sample_image.jpg
image_classification,4.291,sample_image.jpg
image_classification,4.314,sample_image.jpg
image_classification,4.323,sample_image.jpg
image_classification,4.325,sample_image.jpg
image_classification,4.336,sample_image.jpg
image_classification,4.336,sample_image.jpg
image_classification,4.341,sample_image.jpg
image_classification,4.358,sample_image.jpg
image_classification,4.366,sample_image.jpg
image_classification,4.368,sample_image.jpg
image_classification,4.372,sample_image.jpg
image_classification,4.402,sample_image.jpg
image_classification,4.402,sample_image.jpg
image_classification,4.417,sample_image.jpg
image_classification,4.419,sample_image.jpg
image_classification,4.422,sample_image.jpg
image_classification,4.432,sample_image.jpg
image_classification,4.434,sample_image.jpg
image_classification,4.439,sample_image.jpg
image_classification,4.444,sample_image.jpg
image_classification,4.455,sample_image.jpg
image_classification,4.462,sample_image.jpg
image_classification,4.469,sample_image.jpg
image_classification,4.476,sample_image.jpg
image_classification,4.492,sample_image.jpg
image_classification,4.509,sample_image.jpg
image_classification,4.51,sample_image.jpg
image_classification,4.561,sample_image.jpg
image_classification,4.561,sample_image.jpg
image_classification,4.616,sample_image.jpg
image_classification,4.617,sample_image.jpg
image_classification,4.618,sample_image.jpg
image_classification,4.63,sample_image.jpg
image_classification,4.663,sample_image.jpg
image_classification,4.675,sample_image.jpg
image_classification,4.686,sample_image.jpg
image_classification,4.687,sample_image.jpg
image_classification,4.689,sample_image.jpg
image_classification,4.691,sample_image.jpg
image_classification,4.692,sample_image.jpg
image_classification,4.728,sample_image.jpg
image_classification,4.735,sample_image.jpg
image_classification,4.741,sample_image.jpg
image_classification,4.745,sample_image.jpg
image_classification,4.752,sample_image.jpg
image_classification,4.753,sample_image.jpg
image_classification,4.755,sample_image.jpg
image_classification,4.772,sample_image.jpg
image_classification,4.774,sample_image.jpg
image_classification,4.775,sample_image.jpg
image_classification,4.78,sample_image.jpg
image_classification,4.802,sample_image.jpg
image_classification,4.808,sample_image.jpg
image_classification,4.822,sample_image.jpg
image_classification,4.876,sample_image.jpg
image_classification,4.876,sample_image.jpg
image_classification,4.877,sample_image.jpg
image_classification,4.889,sample_image.jpg
image_classification,4.911,sample_image.jpg
image_classification,4.918,sample_image.jpg
image_classification,4.919,sample_image.jpg
image_classification,4.92,sample_image.jpg
image_classification,4.921,sample_image.jpg
image_classification,4.923,sample_image.jpg
image_classification,4.944,sample_image.jpg
image_classification,4.973,sample_image.jpg
image_classification,4.974,sample_image.jpg
image_classification,4.994,sample_image.jpg
image_classification,5.008,sample_image.jpg
image_classification,5.02,sample_image.jpg
image_classification,5.039,sample_image.jpg
image_classification,5.042,sample_image.jpg
image_classification,5.049,sample_image.jpg
image_classification,5.053,sample_image.jpg
image_classification,5.064,sample_image.jpg
image_classification,5.067,sample_image.jpg
image_classification,5.074,sample_image.jpg
image_classification,5.078,sample_image.jpg
image_classification,5.086,sample_image.jpg
image_classification,5.088,sample_image.jpg
image_classification,5.096,sample_image.jpg
image_classification,5.103,sample_image.jpg
image_classification,5.104,sample_image.jpg
image_classification,5.112,sample_image.jpg
image_classification,5.114,sample_image.jpg
image_classification,5.125,sample_image.jpg
image_classification,5.133,sample_image.jpg
image_classification,5.136,sample_image.jpg
image_classification,5.143,sample_image.jpg
image_classification,5.147,sample_image.jpg
image_classification,5.166,sample_image.jpg
image_classification,5.172,sample_image.jpg
image_classification,5.173,sample_image.jpg
image_classification,5.196,sample_image.jpg
image_classification,5.215,sample_image.jpg
image_classification,5.219,sample_image.jpg
image_classification,5.222,sample_image.jpg
image_classification,5.222,sample_image.jpg
image_classification,5.226,sample_image.jpg
image_classification,5.227,sample_image.jpg
image_classification,5.256,sample_image.jpg
image_classification,5.268,sample_image.jpg
image_classification,5.276,sample_image.jpg
image_classification,5.281,sample_image.jpg
image_classification,5.282,sample_image.jpg
image_classification,5.288,sample_image.jpg
image_classification,5.291,sample_image.jpg
image_classification,5.324,sample_image.jpg
image_classification,5.325,sample_image.jpg
image_classification,5.33,sample_image.jpg
image_classification,5.33,sample_image.jpg
image_classification,5.339,sample_image.jpg
image_classification,5.347,sample_image.jpg
image_classification,5.349,sample_image.jpg
image_classification,5.36,sample_image.jpg
image_classification,5.361,sample_image.jpg
image_classification,5.369,sample_image.jpg
image_classification,5.373,sample_image.jpg
image_classification,5.376,sample_image.jpg
image_classification,5.377,sample_image.jpg
image_classification,5.379,sample_image.jpg
image_classification,5.379,sample_image.jpg
image_classification,5.385,sample_image.jpg
image_classification,5.4,sample_image.jpg
image_classification,5.419,sample_image.jpg
image_classification,5.428,sample_image.jpg
image_classification,5.433,sample_image.jpg
image_classification,5.445,sample_image.jpg
image_classification,5.448,sample_image.jpg
image_classification,5.461,sample_image.jpg
image_classification,5.486,sample_image.jpg
image_classification,5.487,sample_image.jpg
image_classification,5.498,sample_image.jpg
image_classification,5.502,sample_image.jpg
image_classification,5.517,sample_image.jpg
image_classification,5.546,sample_image.jpg
image_classification,5.548,sample_image.jpg
image_classification,5.549,sample_image.jpg
image_classification,5.559,sample_image.jpg
image_classification,5.56,sample_image.jpg
image_classification,5.571,sample_image.jpg
image_classification,5.58,sample_image.jpg
image_classification,5.581,sample_image.jpg
image_classification,5.586,sample_image.jpg
image_classification,5.592,sample_image.jpg
image_classification,5.592,sample_image.jpg
image_classification,5.597,sample_image.jpg
image_classification,5.605,sample_image.jpg
image_classification,5.605,sample_image.jpg
image_classification,5.607,sample_image.jpg
image_classification,5.63,sample_image.jpg
image_classification,5.634,sample_image.jpg
image_classification,5.638,sample_image.jpg
image_classification,5.646,sample_image.jpg
image_classification,5.654,sample_image.jpg
image_classification,5.675,sample_image.jpg
image_classification,5.678,sample_image.jpg
image_classification,5.682,sample_image.jpg
image_classification,5.686,sample_image.jpg
image_classification,5.687,sample_image.jpg
image_classification,5.69,sample_image.jpg
image_classification,5.703,sample_image.jpg
image_classification,5.707,sample_image.jpg
image_classification,5.711,sample_image.jpg
image_classification,5.742,sample_image.jpg
image_classification,5.818,sample_image.jpg
image_classification,5.822,sample_image.jpg
image_classification,5.828,sample_image.jpg
image_classification,5.846,sample_image.jpg
image_classification,5.847,sample_image.jpg
image_classification,5.854,sample_image.jpg
image_classification,5.872,sample_image.jpg
image_classification,5.887,sample_image.jpg
image_classification,5.904,sample_image.jpg
image_classification,5.904,sample_image.jpg
image_classification,5.916,sample_image.jpg
image_classification,5.949,sample_image.jpg
image_classification,5.961,sample_image.jpg
image_classification,5.966,sample_image.jpg
image_classification,5.968,sample_image.jpg
image_classification,6.0,sample_image.jpg
image_classification,6.005,sample_image.jpg
image_classification,6.018,sample_image.jpg
image_classification,6.029,sample_image.jpg
image_classification,6.047,sample_image.jpg
image_classification,6.075,sample_image.jpg
image_classification,6.082,sample_image.jpg
image_classification,6.083,sample_image.jpg
image_classification,6.091,sample_image.jpg
image_classification,6.13,sample_image.jpg
image_classification,6.136,sample_image.jpg
image_classification,6.153,sample_image.jpg
image_classification,6.159,sample_image.jpg
image_classification,6.175,sample_image.jpg
image_classification,6.178,sample_image.jpg
image_classification,6.183,sample_image.jpg
image_classification,6.196,sample_image.jpg
image_classification,6.207,sample_image.jpg
image_classification,6.221,sample_image.jpg
image_classification,6.252,sample_image.jpg
image_classification,6.257,sample_image.jpg
image_classification,6.28,sample_image.jpg
image_classification,6.282,sample_image.jpg
image_classification,6.283,sample_image.jpg
image_classification,6.286,sample_image.jpg
image_classification,6.301,sample_image.jpg
image_classification,6.305,sample_image.jpg
image_classification,6.314,sample_image.jpg
image_classification,6.317,sample_image.jpg
image_classification,6.323,sample_image.jpg
image_classification,6.325,sample_image.jpg
image_classification,6.329,sample_image.jpg
image_classification,6.349,sample_image.jpg
image_classification,6.369,sample_image.jpg
image_classification,6.397,sample_image.jpg
image_classification,6.402,sample_image.jpg
image_classification,6.442,sample_image.jpg
image_classification,6.449,sample_image.jpg
image_classification,6.47,sample_image.jpg
image_classification,6.475,sample_image.jpg
image_classification,6.479,sample_image.jpg
image_classification,6.489,sample_image.jpg
image_classification,6.502,sample_image.jpg
image_classification,6.515,sample_image.jpg
image_classification,6.524,sample_image.jpg
image_classification,6.544,sample_image.jpg
image_classification,6.555,sample_image.jpg
image_classification,6.558,sample_image.jpg
image_classification,6.577,sample_image.jpg
image_classification,6.579,sample_image.jpg
image_classification,6.587,sample_image.jpg
image_classification,6.592,sample_image.jpg
image_classification,6.601,sample_image.jpg
image_classification,6.609,sample_image.jpg
image_classification,6.616,sample_image.jpg
image_classification,6.633,sample_image.jpg
image_classification,6.638,sample_image.jpg
image_classification,6.648,sample_image.jpg
image_classification,6.655,sample_image.jpg
image_classification,6.662,sample_image.jpg
image_classification,6.671,sample_image.jpg
image_classification,6.725,sample_image.jpg
image_classification,6.728,sample_image.jpg
image_classification,6.741,sample_image.jpg
image_classification,6.768,sample_image.jpg
image_classification,6.777,sample_image.jpg
image_classification,6.798,sample_image.jpg
image_classification,6.81,sample_image.jpg
image_classification,6.814,sample_image.jpg
image_classification,6.831,sample_image.jpg
image_classification,6.834,sample_image.jpg
image_classification,6.859,sample_image.jpg
image_classification,6.884,sample_image.jpg
image_classification,6.894,sample_image.jpg
image_classification,6.902,sample_image.jpg
image_classification,6.905,sample_image.jpg
image_classification,6.911,sample_image.jpg
image_classification,6.924,sample_image.jpg
image_classification,6.927,sample_image.jpg
image_classification,6.93,sample_image.jpg
image_classification,6.933,sample_image.jpg
image_classification,6.942,sample_image.jpg
image_classification,6.948,sample_image.jpg
image_classification,6.955,sample_image.jpg
image_classification,6.962,sample_image.jpg
image_classification,6.977,sample_image.jpg
image_classification,6.982,sample_image.jpg
image_classification,6.996,sample_image.jpg
image_classification,7.016,sample_image.jpg
image_classification,7.018,sample_image.jpg
image_classification,7.027,sample_image.jpg
image_classification,7.035,sample_image.jpg
image_classification,7.08,sample_image.jpg
image_classification,7.081,sample_image.jpg
image_classification,7.093,sample_image.jpg
image_classification,7.096,sample_image.jpg
image_classification,7.149,sample_image.jpg
image_classification,7.154,sample_image.jpg
image_classification,7.155,sample_image.jpg
image_classification,7.196,sample_image.jpg
image_classification,7.202,sample_image.jpg
image_classification,7.209,sample_image.jpg
image_classification,7.216,sample_image.jpg
image_classification,7.245,sample_image.jpg
image_classification,7.252,sample_image.jpg
image_classification,7.252,sample_image.jpg
image_classification,7.279,sample_image.jpg
image_classification,7.293,sample_image.jpg
image_classification,7.306,sample_image.jpg
image_classification,7.307,sample_image.jpg
image_classification,7.322,sample_image.jpg
image_classification,7.334,sample_image.jpg
image_classification,7.36,sample_image.jpg
image_classification,7.367,sample_image.jpg
image_classification,7.379,sample_image.jpg
image_classification,7.4,sample_image.jpg
image_classification,7.405,sample_image.jpg
image_classification,7.412,sample_image.jpg
image_classification,7.413,sample_image.jpg
image_classification,7.415,sample_image.jpg
image_classification,7.425,sample_image.jpg
image_classification,7.428,sample_image.jpg
image_classification,7.43,sample_image.jpg
image_classification,7.437,sample_image.jpg
image_classification,7.467,sample_image.jpg
image_classification,7.47,sample_image.jpg
image_classification,7.483,sample_image.jpg
image_classification,7.498,sample_image.jpg
image_classification,7.512,sample_image.jpg
image_classification,7.538,sample_image.jpg
image_classification,7.542,sample_image.jpg
image_classification,7.553,sample_image.jpg
image_classification,7.555,sample_image.jpg
image_classification,7.567,sample_image.jpg
image_classification,7.574,sample_image.jpg
image_classification,7.58,sample_image.jpg
image_classification,7.59,sample_image.jpg
image_classification,7.597,sample_image.jpg
image_classification,7.612,sample_image.jpg
image_classification,7.62,sample_image.jpg
image_classification,7.639,sample_image.jpg
image_classification,7.643,sample_image.jpg
image_classification,7.655,sample_image.jpg
image_classification,7.659,sample_image.jpg
image_classification,7.67,sample_image.jpg
image_classification,7.674,sample_image.jpg
image_classification,7.675,sample_image.jpg
image_classification,7.68,sample_image.jpg
image_classification,7.693,sample_image.jpg
image_classification,7.696,sample_image.jpg
image_classification,7.705,sample_image.jpg
image_classification,7.707,sample_image.jpg
image_classification,7.717,sample_image.jpg
image_classification,7.717,sample_image.jpg
image_classification,7.718,sample_image.jpg
image_classification,7.725,sample_image.jpg
image_classification,7.729,sample_image.jpg
image_classification,7.733,sample_image.jpg
image_classification,7.743,sample_image.jpg
image_classification,7.773,sample_image.jpg
image_classification,7.78,sample_image.jpg
image_classification,7.793,sample_image.jpg
image_classification,7.802,sample_image.jpg
image_classification,7.807,sample_image.jpg
image_classification,7.818,sample_image.jpg
image_classification,7.821,sample_image.jpg
image_classification,7.839,sample_image.jpg
image_classification,7.843,sample_image.jpg
image_classification,7.844,sample_image.jpg
image_classification,7.85,sample_image.jpg
image_classification,7.853,sample_image.jpg
image_classification,7.856,sample_image.jpg
image_classification,7.866,sample_image.jpg
image_classification,7.872,sample_image.jpg
