task_type,arrival_time,metadata
object_detection,0.199,sample_image.jpg
image_classification,0.2,sample_image.jpg
object_detection,0.2,sample_image.jpg
speech_recognition,0.201,sample_audio.wav
question_answering,0.204,
question_answering,0.205,
speech_recognition,0.206,sample_audio.wav
object_detection,0.209,sample_image.jpg
image_classification,0.209,sample_image.jpg
speech_recognition,0.21,sample_audio.wav
speech_recognition,0.21,sample_audio.wav
speech_recognition,0.211,sample_audio.wav
image_classification,0.211,sample_image.jpg
speech_recognition,0.211,sample_audio.wav
object_detection,0.212,sample_image.jpg
question_answering,0.212,
question_answering,0.213,
question_answering,0.213,
image_classification,0.214,sample_image.jpg
question_answering,0.214,
object_detection,0.214,sample_image.jpg
image_classification,0.216,sample_image.jpg
speech_recognition,0.217,sample_audio.wav
image_classification,0.218,sample_image.jpg
image_classification,0.218,sample_image.jpg
speech_recognition,0.218,sample_audio.wav
speech_recognition,0.22,sample_audio.wav
image_classification,0.22,sample_image.jpg
question_answering,0.22,
image_classification,0.22,sample_image.jpg
speech_recognition,0.221,sample_audio.wav
image_classification,0.223,sample_image.jpg
object_detection,0.224,sample_image.jpg
image_classification,0.224,sample_image.jpg
image_classification,0.228,sample_image.jpg
object_detection,0.23,sample_image.jpg
question_answering,0.23,
image_classification,0.232,sample_image.jpg
image_classification,0.233,sample_image.jpg
object_detection,0.234,sample_image.jpg
question_answering,0.235,
object_detection,0.236,sample_image.jpg
question_answering,0.237,
speech_recognition,0.238,sample_audio.wav
question_answering,0.24,
question_answering,0.241,
speech_recognition,0.241,sample_audio.wav
speech_recognition,0.243,sample_audio.wav
image_classification,0.243,sample_image.jpg
object_detection,0.243,sample_image.jpg
object_detection,0.245,sample_image.jpg
question_answering,0.246,
question_answering,0.246,
object_detection,0.246,sample_image.jpg
speech_recognition,0.249,sample_audio.wav
object_detection,0.25,sample_image.jpg
object_detection,0.25,sample_image.jpg
speech_recognition,0.251,sample_audio.wav
question_answering,0.251,
image_classification,0.255,sample_image.jpg
question_answering,0.257,
object_detection,0.259,sample_image.jpg
image_classification,0.259,sample_image.jpg
question_answering,0.26,
object_detection,0.26,sample_image.jpg
question_answering,0.26,
object_detection,0.26,sample_image.jpg
image_classification,0.261,sample_image.jpg
question_answering,0.261,
speech_recognition,0.262,sample_audio.wav
question_answering,0.262,
image_classification,0.263,sample_image.jpg
image_classification,0.264,sample_image.jpg
object_detection,0.264,sample_image.jpg
image_classification,0.265,sample_image.jpg
image_classification,0.266,sample_image.jpg
question_answering,0.266,
question_answering,0.267,
image_classification,0.267,sample_image.jpg
question_answering,0.27,
object_detection,0.271,sample_image.jpg
object_detection,0.271,sample_image.jpg
question_answering,0.273,
speech_recognition,0.275,sample_audio.wav
object_detection,0.276,sample_image.jpg
speech_recognition,0.278,sample_audio.wav
object_detection,0.279,sample_image.jpg
object_detection,0.279,sample_image.jpg
question_answering,0.279,
question_answering,0.28,
image_classification,0.28,sample_image.jpg
speech_recognition,0.282,sample_audio.wav
speech_recognition,0.283,sample_audio.wav
speech_recognition,0.284,sample_audio.wav
object_detection,0.284,sample_image.jpg
speech_recognition,0.285,sample_audio.wav
speech_recognition,0.285,sample_audio.wav
speech_recognition,0.289,sample_audio.wav
image_classification,0.293,sample_image.jpg
object_detection,0.294,sample_image.jpg
object_detection,0.294,sample_image.jpg
object_detection,0.295,sample_image.jpg
question_answering,0.296,
speech_recognition,0.296,sample_audio.wav
image_classification,0.297,sample_image.jpg
question_answering,0.298,
image_classification,0.302,sample_image.jpg
image_classification,0.303,sample_image.jpg
image_classification,0.304,sample_image.jpg
speech_recognition,0.306,sample_audio.wav
image_classification,0.306,sample_image.jpg
question_answering,0.306,
image_classification,0.309,sample_image.jpg
image_classification,0.31,sample_image.jpg
question_answering,0.311,
image_classification,0.313,sample_image.jpg
question_answering,0.314,
object_detection,0.315,sample_image.jpg
speech_recognition,0.316,sample_audio.wav
question_answering,0.317,
speech_recognition,0.317,sample_audio.wav
speech_recognition,0.318,sample_audio.wav
speech_recognition,0.319,sample_audio.wav
object_detection,0.32,sample_image.jpg
speech_recognition,0.321,sample_audio.wav
speech_recognition,0.325,sample_audio.wav
question_answering,0.325,
object_detection,0.326,sample_image.jpg
speech_recognition,0.328,sample_audio.wav
object_detection,0.329,sample_image.jpg
question_answering,0.33,
object_detection,0.331,sample_image.jpg
speech_recognition,0.332,sample_audio.wav
image_classification,0.332,sample_image.jpg
object_detection,0.332,sample_image.jpg
image_classification,0.334,sample_image.jpg
object_detection,0.335,sample_image.jpg
object_detection,0.336,sample_image.jpg
image_classification,0.336,sample_image.jpg
question_answering,0.337,
image_classification,0.342,sample_image.jpg
question_answering,0.343,
object_detection,0.344,sample_image.jpg
speech_recognition,0.345,sample_audio.wav
object_detection,0.347,sample_image.jpg
image_classification,0.348,sample_image.jpg
image_classification,0.349,sample_image.jpg
speech_recognition,0.349,sample_audio.wav
object_detection,0.349,sample_image.jpg
object_detection,0.349,sample_image.jpg
object_detection,0.35,sample_image.jpg
object_detection,0.35,sample_image.jpg
question_answering,0.352,
question_answering,0.353,
image_classification,0.353,sample_image.jpg
question_answering,0.354,
speech_recognition,0.354,sample_audio.wav
question_answering,0.355,
image_classification,0.356,sample_image.jpg
object_detection,0.357,sample_image.jpg
speech_recognition,0.357,sample_audio.wav
image_classification,0.358,sample_image.jpg
image_classification,0.358,sample_image.jpg
question_answering,0.358,
question_answering,0.359,
image_classification,0.36,sample_image.jpg
question_answering,0.361,
image_classification,0.362,sample_image.jpg
speech_recognition,0.362,sample_audio.wav
object_detection,0.363,sample_image.jpg
object_detection,0.363,sample_image.jpg
object_detection,0.364,sample_image.jpg
question_answering,0.364,
object_detection,0.366,sample_image.jpg
image_classification,0.367,sample_image.jpg
question_answering,0.368,
image_classification,0.368,sample_image.jpg
speech_recognition,0.37,sample_audio.wav
question_answering,0.371,
speech_recognition,0.371,sample_audio.wav
question_answering,0.371,
question_answering,0.371,
image_classification,0.372,sample_image.jpg
object_detection,0.372,sample_image.jpg
speech_recognition,0.372,sample_audio.wav
image_classification,0.373,sample_image.jpg
speech_recognition,0.373,sample_audio.wav
image_classification,0.377,sample_image.jpg
speech_recognition,0.378,sample_audio.wav
question_answering,0.381,
image_classification,0.383,sample_image.jpg
object_detection,0.383,sample_image.jpg
object_detection,0.385,sample_image.jpg
speech_recognition,0.386,sample_audio.wav
image_classification,0.389,sample_image.jpg
object_detection,0.392,sample_image.jpg
question_answering,0.393,
image_classification,0.393,sample_image.jpg
object_detection,0.393,sample_image.jpg
image_classification,0.394,sample_image.jpg
object_detection,0.396,sample_image.jpg
image_classification,0.399,sample_image.jpg
question_answering,0.399,
speech_recognition,0.4,sample_audio.wav
object_detection,0.404,sample_image.jpg
object_detection,0.404,sample_image.jpg
speech_recognition,0.406,sample_audio.wav
image_classification,0.407,sample_image.jpg
speech_recognition,0.407,sample_audio.wav
question_answering,0.408,
object_detection,0.409,sample_image.jpg
question_answering,0.41,
image_classification,0.411,sample_image.jpg
object_detection,0.414,sample_image.jpg
speech_recognition,0.415,sample_audio.wav
speech_recognition,0.415,sample_audio.wav
speech_recognition,0.416,sample_audio.wav
object_detection,0.417,sample_image.jpg
speech_recognition,0.418,sample_audio.wav
question_answering,0.419,
question_answering,0.422,
object_detection,0.422,sample_image.jpg
object_detection,0.423,sample_image.jpg
question_answering,0.424,
image_classification,0.427,sample_image.jpg
object_detection,0.428,sample_image.jpg
speech_recognition,0.429,sample_audio.wav
object_detection,0.432,sample_image.jpg
question_answering,0.434,
object_detection,0.437,sample_image.jpg
question_answering,0.437,
image_classification,0.442,sample_image.jpg
object_detection,0.442,sample_image.jpg
image_classification,0.443,sample_image.jpg
image_classification,0.443,sample_image.jpg
image_classification,0.444,sample_image.jpg
speech_recognition,0.445,sample_audio.wav
object_detection,0.446,sample_image.jpg
object_detection,0.447,sample_image.jpg
speech_recognition,0.45,sample_audio.wav
object_detection,0.451,sample_image.jpg
speech_recognition,0.451,sample_audio.wav
speech_recognition,0.452,sample_audio.wav
question_answering,0.452,
question_answering,0.452,
image_classification,0.454,sample_image.jpg
question_answering,0.454,
object_detection,0.454,sample_image.jpg
object_detection,0.456,sample_image.jpg
question_answering,0.456,
question_answering,0.459,
object_detection,0.459,sample_image.jpg
question_answering,0.461,
object_detection,0.462,sample_image.jpg
object_detection,0.462,sample_image.jpg
image_classification,0.466,sample_image.jpg
question_answering,0.466,
speech_recognition,0.466,sample_audio.wav
image_classification,0.467,sample_image.jpg
question_answering,0.467,
image_classification,0.469,sample_image.jpg
object_detection,0.469,sample_image.jpg
object_detection,0.47,sample_image.jpg
image_classification,0.472,sample_image.jpg
image_classification,0.473,sample_image.jpg
speech_recognition,0.473,sample_audio.wav
object_detection,0.474,sample_image.jpg
question_answering,0.476,
object_detection,0.476,sample_image.jpg
image_classification,0.476,sample_image.jpg
question_answering,0.477,
speech_recognition,0.478,sample_audio.wav
object_detection,0.478,sample_image.jpg
object_detection,0.479,sample_image.jpg
object_detection,0.479,sample_image.jpg
image_classification,0.481,sample_image.jpg
speech_recognition,0.481,sample_audio.wav
question_answering,0.483,
image_classification,0.483,sample_image.jpg
object_detection,0.485,sample_image.jpg
question_answering,0.486,
speech_recognition,0.487,sample_audio.wav
image_classification,0.488,sample_image.jpg
question_answering,0.49,
object_detection,0.49,sample_image.jpg
image_classification,0.491,sample_image.jpg
image_classification,0.491,sample_image.jpg
speech_recognition,0.492,sample_audio.wav
speech_recognition,0.492,sample_audio.wav
question_answering,0.493,
image_classification,0.493,sample_image.jpg
speech_recognition,0.493,sample_audio.wav
speech_recognition,0.494,sample_audio.wav
speech_recognition,0.495,sample_audio.wav
image_classification,0.496,sample_image.jpg
image_classification,0.498,sample_image.jpg
speech_recognition,0.498,sample_audio.wav
object_detection,0.5,sample_image.jpg
image_classification,0.5,sample_image.jpg
question_answering,0.502,
object_detection,0.502,sample_image.jpg
speech_recognition,0.502,sample_audio.wav
question_answering,0.502,
image_classification,0.503,sample_image.jpg
image_classification,0.505,sample_image.jpg
image_classification,0.505,sample_image.jpg
object_detection,0.505,sample_image.jpg
object_detection,0.505,sample_image.jpg
speech_recognition,0.505,sample_audio.wav
question_answering,0.506,
speech_recognition,0.507,sample_audio.wav
question_answering,0.507,
image_classification,0.507,sample_image.jpg
speech_recognition,0.507,sample_audio.wav
question_answering,0.509,
object_detection,0.513,sample_image.jpg
speech_recognition,0.513,sample_audio.wav
speech_recognition,0.515,sample_audio.wav
speech_recognition,0.516,sample_audio.wav
image_classification,0.518,sample_image.jpg
image_classification,0.518,sample_image.jpg
image_classification,0.518,sample_image.jpg
speech_recognition,0.519,sample_audio.wav
image_classification,0.52,sample_image.jpg
speech_recognition,0.522,sample_audio.wav
image_classification,0.523,sample_image.jpg
question_answering,0.523,
speech_recognition,0.524,sample_audio.wav
object_detection,0.525,sample_image.jpg
question_answering,0.526,
object_detection,0.526,sample_image.jpg
object_detection,0.526,sample_image.jpg
question_answering,0.528,
question_answering,0.531,
speech_recognition,0.535,sample_audio.wav
object_detection,0.535,sample_image.jpg
speech_recognition,0.536,sample_audio.wav
question_answering,0.537,
object_detection,0.537,sample_image.jpg
object_detection,0.537,sample_image.jpg
object_detection,0.538,sample_image.jpg
object_detection,0.54,sample_image.jpg
object_detection,0.542,sample_image.jpg
object_detection,0.542,sample_image.jpg
speech_recognition,0.542,sample_audio.wav
image_classification,0.542,sample_image.jpg
question_answering,0.543,
speech_recognition,0.546,sample_audio.wav
speech_recognition,0.549,sample_audio.wav
object_detection,0.55,sample_image.jpg
object_detection,0.551,sample_image.jpg
question_answering,0.551,
question_answering,0.554,
question_answering,0.555,
speech_recognition,0.557,sample_audio.wav
speech_recognition,0.557,sample_audio.wav
object_detection,0.557,sample_image.jpg
speech_recognition,0.559,sample_audio.wav
speech_recognition,0.56,sample_audio.wav
speech_recognition,0.56,sample_audio.wav
question_answering,0.561,
speech_recognition,0.562,sample_audio.wav
image_classification,0.562,sample_image.jpg
question_answering,0.563,
question_answering,0.565,
question_answering,0.565,
speech_recognition,0.566,sample_audio.wav
question_answering,0.566,
speech_recognition,0.568,sample_audio.wav
speech_recognition,0.568,sample_audio.wav
speech_recognition,0.569,sample_audio.wav
speech_recognition,0.57,sample_audio.wav
speech_recognition,0.571,sample_audio.wav
speech_recognition,0.574,sample_audio.wav
object_detection,0.574,sample_image.jpg
question_answering,0.575,
question_answering,0.576,
question_answering,0.576,
question_answering,0.576,
question_answering,0.577,
object_detection,0.58,sample_image.jpg
question_answering,0.581,
image_classification,0.582,sample_image.jpg
image_classification,0.582,sample_image.jpg
object_detection,0.584,sample_image.jpg
image_classification,0.586,sample_image.jpg
question_answering,0.586,
question_answering,0.587,
question_answering,0.588,
speech_recognition,0.588,sample_audio.wav
question_answering,0.588,
question_answering,0.589,
image_classification,0.589,sample_image.jpg
image_classification,0.59,sample_image.jpg
question_answering,0.591,
object_detection,0.593,sample_image.jpg
speech_recognition,0.593,sample_audio.wav
object_detection,0.593,sample_image.jpg
question_answering,0.598,
speech_recognition,0.6,sample_audio.wav
question_answering,0.6,
image_classification,0.602,sample_image.jpg
image_classification,0.603,sample_image.jpg
speech_recognition,0.604,sample_audio.wav
object_detection,0.605,sample_image.jpg
question_answering,0.606,
question_answering,0.607,
speech_recognition,0.612,sample_audio.wav
object_detection,0.613,sample_image.jpg
speech_recognition,0.613,sample_audio.wav
question_answering,0.615,
object_detection,0.615,sample_image.jpg
object_detection,0.615,sample_image.jpg
object_detection,0.616,sample_image.jpg
question_answering,0.618,
object_detection,0.62,sample_image.jpg
speech_recognition,0.621,sample_audio.wav
question_answering,0.622,
speech_recognition,0.622,sample_audio.wav
object_detection,0.623,sample_image.jpg
speech_recognition,0.623,sample_audio.wav
question_answering,0.626,
question_answering,0.627,
object_detection,0.628,sample_image.jpg
question_answering,0.629,
image_classification,0.63,sample_image.jpg
speech_recognition,0.631,sample_audio.wav
image_classification,0.634,sample_image.jpg
image_classification,0.634,sample_image.jpg
object_detection,0.634,sample_image.jpg
question_answering,0.636,
image_classification,0.636,sample_image.jpg
question_answering,0.636,
image_classification,0.637,sample_image.jpg
question_answering,0.637,
question_answering,0.638,
speech_recognition,0.638,sample_audio.wav
speech_recognition,0.638,sample_audio.wav
image_classification,0.639,sample_image.jpg
speech_recognition,0.642,sample_audio.wav
object_detection,0.643,sample_image.jpg
image_classification,0.643,sample_image.jpg
speech_recognition,0.643,sample_audio.wav
speech_recognition,0.644,sample_audio.wav
speech_recognition,0.644,sample_audio.wav
object_detection,0.648,sample_image.jpg
image_classification,0.648,sample_image.jpg
speech_recognition,0.65,sample_audio.wav
object_detection,0.65,sample_image.jpg
image_classification,0.651,sample_image.jpg
image_classification,0.652,sample_image.jpg
object_detection,0.653,sample_image.jpg
object_detection,0.653,sample_image.jpg
speech_recognition,0.653,sample_audio.wav
speech_recognition,0.655,sample_audio.wav
object_detection,0.655,sample_image.jpg
question_answering,0.656,
speech_recognition,0.656,sample_audio.wav
image_classification,0.656,sample_image.jpg
speech_recognition,0.656,sample_audio.wav
speech_recognition,0.656,sample_audio.wav
speech_recognition,0.657,sample_audio.wav
speech_recognition,0.658,sample_audio.wav
image_classification,0.658,sample_image.jpg
image_classification,0.66,sample_image.jpg
speech_recognition,0.66,sample_audio.wav
image_classification,0.661,sample_image.jpg
question_answering,0.661,
image_classification,0.662,sample_image.jpg
speech_recognition,0.665,sample_audio.wav
image_classification,0.665,sample_image.jpg
image_classification,0.667,sample_image.jpg
question_answering,0.67,
object_detection,0.67,sample_image.jpg
speech_recognition,0.672,sample_audio.wav
object_detection,0.675,sample_image.jpg
image_classification,0.676,sample_image.jpg
object_detection,0.677,sample_image.jpg
speech_recognition,0.678,sample_audio.wav
question_answering,0.68,
image_classification,0.682,sample_image.jpg
question_answering,0.684,
object_detection,0.685,sample_image.jpg
speech_recognition,0.686,sample_audio.wav
question_answering,0.686,
object_detection,0.687,sample_image.jpg
image_classification,0.688,sample_image.jpg
speech_recognition,0.688,sample_audio.wav
question_answering,0.688,
speech_recognition,0.689,sample_audio.wav
image_classification,0.689,sample_image.jpg
object_detection,0.69,sample_image.jpg
image_classification,0.691,sample_image.jpg
question_answering,0.692,
question_answering,0.693,
image_classification,0.695,sample_image.jpg
question_answering,0.695,
question_answering,0.695,
object_detection,0.695,sample_image.jpg
question_answering,0.696,
question_answering,0.698,
object_detection,0.698,sample_image.jpg
speech_recognition,0.698,sample_audio.wav
speech_recognition,0.699,sample_audio.wav
image_classification,0.7,sample_image.jpg
image_classification,0.701,sample_image.jpg
image_classification,0.701,sample_image.jpg
image_classification,0.704,sample_image.jpg
speech_recognition,0.704,sample_audio.wav
image_classification,0.705,sample_image.jpg
object_detection,0.707,sample_image.jpg
question_answering,0.708,
object_detection,0.708,sample_image.jpg
question_answering,0.709,
question_answering,0.711,
object_detection,0.714,sample_image.jpg
object_detection,0.715,sample_image.jpg
speech_recognition,0.715,sample_audio.wav
speech_recognition,0.716,sample_audio.wav
speech_recognition,0.717,sample_audio.wav
image_classification,0.718,sample_image.jpg
object_detection,0.72,sample_image.jpg
object_detection,0.721,sample_image.jpg
object_detection,0.723,sample_image.jpg
question_answering,0.723,
speech_recognition,0.724,sample_audio.wav
image_classification,0.725,sample_image.jpg
question_answering,0.726,
question_answering,0.726,
object_detection,0.727,sample_image.jpg
image_classification,0.728,sample_image.jpg
object_detection,0.728,sample_image.jpg
image_classification,0.729,sample_image.jpg
image_classification,0.729,sample_image.jpg
object_detection,0.73,sample_image.jpg
speech_recognition,0.73,sample_audio.wav
speech_recognition,0.732,sample_audio.wav
speech_recognition,0.732,sample_audio.wav
object_detection,0.733,sample_image.jpg
speech_recognition,0.734,sample_audio.wav
speech_recognition,0.736,sample_audio.wav
question_answering,0.736,
question_answering,0.74,
question_answering,0.74,
question_answering,0.74,
object_detection,0.741,sample_image.jpg
object_detection,0.741,sample_image.jpg
speech_recognition,0.741,sample_audio.wav
object_detection,0.742,sample_image.jpg
image_classification,0.745,sample_image.jpg
speech_recognition,0.746,sample_audio.wav
speech_recognition,0.746,sample_audio.wav
object_detection,0.748,sample_image.jpg
question_answering,0.749,
image_classification,0.75,sample_image.jpg
speech_recognition,0.752,sample_audio.wav
question_answering,0.752,
question_answering,0.753,
question_answering,0.754,
question_answering,0.755,
speech_recognition,0.755,sample_audio.wav
question_answering,0.756,
speech_recognition,0.756,sample_audio.wav
object_detection,0.757,sample_image.jpg
image_classification,0.758,sample_image.jpg
speech_recognition,0.758,sample_audio.wav
question_answering,0.759,
image_classification,0.76,sample_image.jpg
image_classification,0.761,sample_image.jpg
image_classification,0.762,sample_image.jpg
question_answering,0.765,
object_detection,0.765,sample_image.jpg
question_answering,0.765,
speech_recognition,0.768,sample_audio.wav
speech_recognition,0.768,sample_audio.wav
question_answering,0.77,
object_detection,0.77,sample_image.jpg
image_classification,0.77,sample_image.jpg
object_detection,0.771,sample_image.jpg
object_detection,0.773,sample_image.jpg
object_detection,0.773,sample_image.jpg
speech_recognition,0.773,sample_audio.wav
question_answering,0.773,
image_classification,0.773,sample_image.jpg
object_detection,0.774,sample_image.jpg
object_detection,0.777,sample_image.jpg
image_classification,0.777,sample_image.jpg
object_detection,0.778,sample_image.jpg
speech_recognition,0.781,sample_audio.wav
speech_recognition,0.782,sample_audio.wav
image_classification,0.783,sample_image.jpg
question_answering,0.785,
image_classification,0.785,sample_image.jpg
image_classification,0.785,sample_image.jpg
speech_recognition,0.785,sample_audio.wav
object_detection,0.787,sample_image.jpg
object_detection,0.788,sample_image.jpg
speech_recognition,0.788,sample_audio.wav
speech_recognition,0.79,sample_audio.wav
speech_recognition,0.79,sample_audio.wav
image_classification,0.79,sample_image.jpg
question_answering,0.79,
question_answering,0.792,
question_answering,0.794,
question_answering,0.794,
object_detection,0.795,sample_image.jpg
question_answering,0.796,
question_answering,0.797,
question_answering,0.798,
image_classification,0.803,sample_image.jpg
question_answering,0.803,
speech_recognition,0.806,sample_audio.wav
speech_recognition,0.807,sample_audio.wav
speech_recognition,0.809,sample_audio.wav
question_answering,0.81,
speech_recognition,0.81,sample_audio.wav
speech_recognition,0.81,sample_audio.wav
speech_recognition,0.811,sample_audio.wav
object_detection,0.811,sample_image.jpg
object_detection,0.811,sample_image.jpg
speech_recognition,0.811,sample_audio.wav
question_answering,0.815,
question_answering,0.815,
image_classification,0.816,sample_image.jpg
speech_recognition,0.816,sample_audio.wav
question_answering,0.817,
object_detection,0.817,sample_image.jpg
object_detection,0.817,sample_image.jpg
image_classification,0.818,sample_image.jpg
question_answering,0.822,
image_classification,0.822,sample_image.jpg
question_answering,0.823,
speech_recognition,0.824,sample_audio.wav
speech_recognition,0.827,sample_audio.wav
image_classification,0.827,sample_image.jpg
object_detection,0.829,sample_image.jpg
object_detection,0.831,sample_image.jpg
speech_recognition,0.833,sample_audio.wav
object_detection,0.835,sample_image.jpg
question_answering,0.835,
image_classification,0.837,sample_image.jpg
speech_recognition,0.837,sample_audio.wav
image_classification,0.838,sample_image.jpg
speech_recognition,0.839,sample_audio.wav
object_detection,0.839,sample_image.jpg
object_detection,0.839,sample_image.jpg
question_answering,0.839,
question_answering,0.839,
image_classification,0.84,sample_image.jpg
question_answering,0.841,
image_classification,0.842,sample_image.jpg
object_detection,0.843,sample_image.jpg
speech_recognition,0.843,sample_audio.wav
object_detection,0.843,sample_image.jpg
image_classification,0.847,sample_image.jpg
